Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2020-12;0087342014;Arras;23;504;95.44
2020-12;0087387001;Évreux Normandie;28;322;91.3
2020-12;0087444000;Caen;9;433;97.92
2020-12;0087478107;Saint-Malo;4;69;94.2
2020-12;0087581009;Bordeaux Saint-Jean;47;872;94.61
2020-12;0087583005;Angoulême;15;515;97.09
2020-12;0087584052;Libourne;1;297;99.66
2020-12;0087594002;Brive-la-Gaillarde;12;356;96.63
2020-12;0087672006;Pau;19;330;94.24
2020-12;0087673400;Biarritz;5;256;98.05
2020-12;0087688887;Montpellier Sud de France;14;360;96.11
2020-12;0087751008;Marseille Saint-Charles;65;659;90.14
2020-12;0087755447;Les Arcs - Draguignan;41;503;91.85
2020-12;0087756056;Nice;49;825;94.06
2020-12;0087757625;Cannes;72;765;90.59
2020-12;0087764001;Montélimar;6;188;96.81
2020-12;0087781005;Béziers;18;414;95.65
2020-12;0087784009;Perpignan;17;619;97.25
2021-01;0087394007;Chartres;9;293;96.93
2017-02;0087394007;Chartres;7;309;97.73
2018-06;0087394007;Chartres;11;235;95.32
2020-06;0087394007;Chartres;10;262;96.18
2019-07;0087394007;Chartres;11;285;96.14
2017-08;0087394007;Chartres;8;269;97.03
2018-08;0087394007;Chartres;4;245;98.37
2017-09;0087394007;Chartres;7;209;96.65
2018-10;0087394007;Chartres;11;262;95.8
2017-01;0087141002;Nancy;65;646;89.94
2017-01;0087171926;Champagne-Ardenne TGV;24;534;95.51
2017-01;0087271007;Paris Gare du Nord transmanche;120;1236;90.29
2017-01;0087276691;Compiègne;7;252;97.22
2017-01;0087281006;Dunkerque;26;445;94.16
2017-01;0087300822;Belfort - Montbéliard TGV;9;245;96.33
2017-01;0087345009;Douai;27;588;95.41
2017-01;0087384008;Paris Saint-Lazare;28;621;95.49
2017-01;0087478107;Saint-Malo;6;265;97.74
2017-01;0087484006;Angers Saint-Laud;57;696;91.81
2017-01;0087571240;Saint-Pierre-des-Corps;27;795;96.6
2017-01;0087575142;Châtellerault;3;203;98.52
2017-01;0087597005;Châteauroux;11;320;96.56
2017-01;0087611244;Montauban Ville Bourbon;10;305;96.72
2017-01;0087673004;Bayonne;15;309;95.15
2017-01;0087673202;Dax;29;422;93.13
2017-01;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;29;648;95.52
2017-01;0087746008;Annecy;25;362;93.09
2017-01;0087751008;Marseille Saint-Charles;103;648;84.1
2017-01;0087755009;Toulon;38;693;94.52
2017-01;0087755447;Les Arcs - Draguignan;43;456;90.57
2017-01;0087757625;Cannes;153;806;81.02
2018-01;0087142109;Lorraine TGV;13;246;94.72
2018-01;0087182063;Mulhouse;12;521;97.7
2018-01;0087212027;Strasbourg;39;681;94.27
2018-01;0087393702;Massy TGV;20;640;96.88
2018-01;0087471003;Rennes;42;499;91.58
2018-01;0087474007;Brest;24;335;92.84
2018-01;0087476606;Vannes;33;356;90.73
2018-01;0087481705;Saint-Nazaire;13;268;95.15
2018-01;0087485003;La Rochelle;25;475;94.74
2018-01;0087575001;Poitiers;17;571;97.02
2018-01;0087583005;Angoulême;37;422;91.23
2018-01;0087592006;Limoges Bénédictins;5;329;98.48
2018-01;0087597005;Châteauroux;4;336;98.81
2018-01;0087611244;Montauban Ville Bourbon;14;319;95.61
2018-01;0087671339;Lourdes;1;292;99.66
2018-01;0087672006;Pau;9;349;97.42
2018-01;0087686006;Paris Gare de Lyon Hall 1 & 2;32;997;96.79
2018-01;0087713040;Dijon;40;797;94.98
2018-01;0087718007;Besançon Viotte;41;658;93.77
2018-01;0087725705;Mâcon Loché TGV;13;264;95.08
2018-01;0087734004;Clermont-Ferrand;34;487;93.02
2018-01;0087741793;Bourg-Saint-Maurice;16;315;94.92
2018-01;0087755447;Les Arcs - Draguignan;37;469;92.11
2018-01;0087773200;Sète;27;390;93.08
2018-01;0087775007;Nîmes;32;809;96.04
2018-01;0087781005;Béziers;29;565;94.87
2019-01;0087142109;Lorraine TGV;18;329;94.53
2019-01;0087271007;Paris Gare du Nord transmanche;112;1460;92.33
2019-01;0087342014;Arras;44;659;93.32
2019-01;0087345025;Lens;33;592;94.43
2019-01;0087396002;Le Mans;43;249;82.73
2019-01;0087444265;Lisieux;11;236;95.34
2019-01;0087444372;Trouville - Deauville;14;194;92.78
2019-01;0087478404;Laval;11;179;93.85
2019-01;0087481754;La Baule-Escoublac;18;253;92.89
2019-01;0087484006;Angers Saint-Laud;37;660;94.39
2019-01;0087543017;Les Aubrais;13;272;95.22
2019-01;0087571240;Saint-Pierre-des-Corps;19;652;97.09
2019-01;0087575001;Poitiers;13;556;97.66
2019-01;0087575142;Châtellerault;7;172;95.93
2019-01;0087576009;Vierzon;9;331;97.28
2019-01;0087592006;Limoges Bénédictins;9;343;97.38
2019-01;0087594002;Brive-la-Gaillarde;4;347;98.85
2019-01;0087597005;Châteauroux;3;340;99.12
2019-01;0087611244;Montauban Ville Bourbon;13;320;95.94
2019-01;0087673004;Bayonne;6;289;97.92
2019-01;0087688887;Montpellier Sud de France;7;344;97.97
2019-01;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;9;303;97.03
2019-01;0087718007;Besançon Viotte;37;572;93.53
2019-01;0087741009;Chambéry - Challes-les-Eaux;35;761;95.4
2019-01;0087746008;Annecy;29;390;92.56
2019-01;0087751008;Marseille Saint-Charles;71;677;89.51
2019-01;0087756056;Nice;73;761;90.41
2019-01;0087757674;Antibes;114;997;88.57
2019-01;0087781104;Narbonne;49;457;89.28
2020-01;0087171926;Champagne-Ardenne TGV;41;511;91.98
2020-01;0087172007;Charleville-Mézières;7;758;99.08
2020-01;0087343004;Valenciennes;16;292;94.52
2020-01;0087387001;Évreux Normandie;27;260;89.62
2020-01;0087391003;Paris Montparnasse Hall 1 & 2;96;1820;94.73
2020-01;0087411017;Rouen Rive Droite;22;402;94.53
2020-01;0087413013;Le Havre;12;277;95.67
2020-01;0087444372;Trouville - Deauville;14;185;92.43
2020-01;0087476002;Lorient Bretagne Sud;14;346;95.95
2020-01;0087484006;Angers Saint-Laud;54;739;92.69
2020-01;0087543009;Orléans;28;650;95.69
2020-01;0087571000;Tours;8;139;94.24
2020-01;0087571240;Saint-Pierre-des-Corps;9;59;84.75
2020-01;0087586008;Agen;12;321;96.26
2020-01;0087611244;Montauban Ville Bourbon;13;324;95.99
2020-01;0087688887;Montpellier Sud de France;2;274;99.27
2020-01;0087741793;Bourg-Saint-Maurice;3;157;98.09
2020-01;0087743005;Bourg-en-Bresse;12;364;96.7
2020-01;0087747006;Grenoble;14;335;95.82
2020-01;0087755447;Les Arcs - Draguignan;56;488;88.52
2020-01;0087756056;Nice;45;786;94.27
2020-01;0087757526;Saint-Raphaël Valescure;69;792;91.29
2020-01;0087764001;Montélimar;27;347;92.22
2020-01;0087775007;Nîmes;15;644;97.67
2020-01;0087784009;Perpignan;9;149;93.96
2021-01;0087113001;Paris Est;22;293;92.49
2021-01;0087171926;Champagne-Ardenne TGV;40;501;92.02
2021-01;0087182014;Colmar;19;279;93.19
2021-01;0087182063;Mulhouse;9;506;98.22
2021-01;0087191007;Thionville;27;424;93.63
2021-01;0087192039;Metz Ville;39;536;92.72
2021-01;0087343004;Valenciennes;15;304;95.07
2021-01;0087444265;Lisieux;6;244;97.54
2021-01;0087473009;Saint-Brieuc;27;291;90.72
2021-01;0087476200;Auray;4;168;97.62
2021-01;0087478404;Laval;17;334;94.91
2021-01;0087484006;Angers Saint-Laud;110;712;84.55
2021-01;0087575142;Châtellerault;13;173;92.49
2021-01;0087581009;Bordeaux Saint-Jean;39;695;94.39
2021-01;0087583005;Angoulême;27;528;94.89
2021-01;0087597005;Châteauroux;3;244;98.77
2021-01;0087615286;Carcassonne;9;291;96.91
2021-01;0087671339;Lourdes;5;320;98.44
2021-01;0087673400;Biarritz;6;287;97.91
2021-01;0087763029;Valence TGV Rhône-Alpes Sud;21;371;94.34
2021-01;0087764001;Montélimar;14;272;94.85
2021-01;0087773002;Montpellier Saint-Roch;36;788;95.43
2021-01;0087781278;Agde;20;265;92.45
2017-02;0087111849;Marne-la-Vallée Chessy;59;684;91.37
2017-02;0087113001;Paris Est;41;566;92.76
2017-02;0087271494;Aéroport Charles de Gaulle 2 TGV;59;546;89.19
2017-02;0087281006;Dunkerque;27;416;93.51
2017-02;0087300863;Besançon Franche-Comté TGV;16;225;92.89
2017-02;0087318964;Avignon TGV;14;479;97.08
2017-02;0087396002;Le Mans;68;666;89.79
2017-02;0087413013;Le Havre;13;647;97.99
2017-02;0087474007;Brest;13;335;96.12
2017-02;0087474098;Quimper;7;325;97.85
2017-02;0087476002;Lorient Bretagne Sud;26;336;92.26
2017-02;0087476606;Vannes;42;353;88.1
2017-02;0087571000;Tours;18;570;96.84
2017-02;0087584052;Libourne;21;305;93.11
2017-02;0087673004;Bayonne;5;227;97.8
2017-02;0087686006;Paris Gare de Lyon Hall 1 & 2;61;951;93.59
2017-02;0087741728;Moûtiers - Salins - Brides-les-Bains;21;300;93.0
2017-02;0087747006;Grenoble;20;651;96.93
2017-02;0087757674;Antibes;54;723;92.53
2017-02;0087762906;Lyon Saint-Exupéry TGV;38;478;92.05
2018-02;0087171926;Champagne-Ardenne TGV;32;616;94.81
2018-02;0087212027;Strasbourg;41;700;94.14
2018-02;0087223263;Lille Europe;27;576;95.31
2018-02;0087281006;Dunkerque;33;444;92.57
2018-02;0087318964;Avignon TGV;17;480;96.46
2018-02;0087345025;Lens;48;739;93.5
2018-02;0087396002;Le Mans;87;646;86.53
2018-02;0087413013;Le Havre;8;436;98.17
2018-02;0087444000;Caen;19;511;96.28
2018-02;0087471003;Rennes;47;522;91.0
2018-02;0087476606;Vannes;35;351;90.03
2018-02;0087485300;Niort;15;398;96.23
2018-02;0087547000;Paris Austerlitz;35;591;94.08
2018-02;0087576009;Vierzon;5;226;97.79
2018-02;0087576207;Bourges;4;286;98.6
2018-02;0087615286;Carcassonne;9;283;96.82
2018-02;0087672006;Pau;9;349;97.42
2018-02;0087673202;Dax;16;338;95.27
2018-02;0087673400;Biarritz;20;370;94.59
2018-02;0087722025;Lyon Perrache;18;679;97.35
2018-02;0087723197;Lyon Part Dieu;46;736;93.75
2018-02;0087741009;Chambéry - Challes-les-Eaux;34;711;95.22
2018-02;0087745000;Bellegarde;11;394;97.21
2018-02;0087755009;Toulon;54;667;91.9
2018-02;0087773200;Sète;31;443;93.0
2018-02;0087775007;Nîmes;32;735;95.65
2018-02;0087781278;Agde;20;318;93.71
2019-02;0087171009;Reims;13;797;98.37
2019-02;0087182014;Colmar;17;294;94.22
2019-02;0087313874;Amiens;40;520;92.31
2019-02;0087318964;Avignon TGV;15;527;97.15
2019-02;0087444265;Lisieux;15;227;93.39
2019-02;0087474007;Brest;14;373;96.25
2019-02;0087476002;Lorient Bretagne Sud;4;182;97.8
2019-02;0087543017;Les Aubrais;13;276;95.29
2019-02;0087574004;Blois - Chambord;11;204;94.61
2019-02;0087575001;Poitiers;20;488;95.9
2019-02;0087576009;Vierzon;5;236;97.88
2019-02;0087615286;Carcassonne;18;297;93.94
2019-02;0087672006;Pau;11;349;96.85
2019-02;0087673202;Dax;11;254;95.67
2019-02;0087696005;Nevers;7;317;97.79
2019-02;0087722025;Lyon Perrache;27;659;95.9
2019-02;0087725705;Mâcon Loché TGV;6;334;98.2
2019-02;0087741793;Bourg-Saint-Maurice;15;237;93.67
2019-02;0087764001;Montélimar;18;308;94.16
2019-02;0087775007;Nîmes;22;727;96.97
2020-02;0087111849;Marne-la-Vallée Chessy;32;530;93.96
2020-02;0087182063;Mulhouse;14;560;97.5
2020-02;0087212027;Strasbourg;26;663;96.08
2020-02;0087271007;Paris Gare du Nord transmanche;80;1201;93.34
2020-02;0087271494;Aéroport Charles de Gaulle 2 TGV;38;558;93.19
2020-02;0087281006;Dunkerque;9;200;95.5
2020-02;0087318964;Avignon TGV;18;510;96.47
2020-02;0087319012;Aix-en-Provence TGV;33;432;92.36
2020-02;0087391003;Paris Montparnasse Hall 1 & 2;75;1840;95.92
2020-02;0087444372;Trouville - Deauville;5;130;96.15
2020-02;0087444877;Cherbourg;12;264;95.45
2020-02;0087543009;Orléans;37;673;94.5
2020-02;0087574004;Blois - Chambord;10;296;96.62
2020-02;0087576207;Bourges;7;305;97.7
2020-02;0087581009;Bordeaux Saint-Jean;49;678;92.77
2020-02;0087713040;Dijon;25;526;95.25
2020-02;0087732008;Vichy;13;362;96.41
2020-02;0087755447;Les Arcs - Draguignan;31;427;92.74
2020-02;0087756056;Nice;63;767;91.79
2020-02;0087757674;Antibes;85;756;88.76
2020-02;0087763029;Valence TGV Rhône-Alpes Sud;80;766;89.56
2020-02;0087764001;Montélimar;34;368;90.76
2020-02;0087773200;Sète;19;394;95.18
2021-02;0087113001;Paris Est;34;592;94.26
2021-02;0087182014;Colmar;22;268;91.79
2021-02;0087192039;Metz Ville;49;597;91.79
2021-02;0087212027;Strasbourg;30;630;95.24
2021-02;0087271007;Paris Gare du Nord transmanche;66;1314;94.98
2021-02;0087281006;Dunkerque;13;236;94.49
2021-02;0087313874;Amiens;5;336;98.51
2021-02;0087471003;Rennes;41;528;92.23
2021-02;0087473009;Saint-Brieuc;33;319;89.66
2021-02;0087476002;Lorient Bretagne Sud;8;430;98.14
2021-02;0087478107;Saint-Malo;27;254;89.37
2021-02;0087576207;Bourges;3;51;94.12
2021-02;0087583005;Angoulême;41;493;91.68
2021-02;0087586008;Agen;8;305;97.38
2021-02;0087611004;Toulouse Matabiau;39;537;92.74
2021-02;0087611244;Montauban Ville Bourbon;19;319;94.04
2021-02;0087673400;Biarritz;5;261;98.08
2021-02;0087713040;Dijon;13;380;96.58
2021-02;0087718007;Besançon Viotte;38;282;86.52
2021-02;0087725705;Mâcon Loché TGV;10;431;97.68
2021-02;0087726000;Saint-Étienne Châteaucreux;32;368;91.3
2021-02;0087732008;Vichy;13;346;96.24
2021-02;0087741728;Moûtiers - Salins - Brides-les-Bains;3;150;98.0
2021-02;0087741793;Bourg-Saint-Maurice;6;156;96.15
2021-02;0087757674;Antibes;74;755;90.2
2021-02;0087781278;Agde;16;278;94.24
2021-02;0087784009;Perpignan;19;520;96.35
2017-03;0087113001;Paris Est;33;580;94.31
2017-03;0087141002;Nancy;58;643;90.98
2017-03;0087142109;Lorraine TGV;22;326;93.25
2017-03;0087223263;Lille Europe;29;744;96.1
2017-03;0087276691;Compiègne;10;252;96.03
2017-03;0087281071;Calais - Fréthun;31;761;95.93
2017-03;0087300822;Belfort - Montbéliard TGV;25;336;92.56
2017-03;0087384008;Paris Saint-Lazare;30;618;95.15
2017-03;0087393702;Massy TGV;11;547;97.99
2017-03;0087474338;Morlaix;21;245;91.43
2017-03;0087476200;Auray;25;290;91.38
2017-03;0087478404;Laval;14;317;95.58
2017-03;0087485300;Niort;18;410;95.61
2017-03;0087543009;Orléans;55;578;90.48
2017-03;0087575001;Poitiers;21;572;96.33
2017-03;0087575142;Châtellerault;3;272;98.9
2017-03;0087576207;Bourges;24;376;93.62
2017-03;0087611004;Toulouse Matabiau;13;582;97.77
2017-03;0087611244;Montauban Ville Bourbon;12;308;96.1
2017-03;0087671339;Lourdes;2;365;99.45
2017-03;0087686006;Paris Gare de Lyon Hall 1 & 2;40;1005;96.02
2017-03;0087725705;Mâcon Loché TGV;12;254;95.28
2017-03;0087741793;Bourg-Saint-Maurice;19;332;94.28
2017-03;0087743005;Bourg-en-Bresse;30;391;92.33
2017-03;0087745000;Bellegarde;34;362;90.61
2017-03;0087755009;Toulon;59;691;91.46
2017-03;0087757625;Cannes;98;996;90.16
2017-03;0087763029;Valence TGV Rhône-Alpes Sud;59;713;91.73
2017-03;0087773002;Montpellier Saint-Roch;57;738;92.28
2018-03;0087118000;Troyes;16;240;93.33
2018-03;0087172007;Charleville-Mézières;17;1011;98.32
2018-03;0087192039;Metz Ville;29;578;94.98
2018-03;0087212027;Strasbourg;56;690;91.88
2018-03;0087223263;Lille Europe;27;662;95.92
2018-03;0087271494;Aéroport Charles de Gaulle 2 TGV;46;618;92.56
2018-03;0087281071;Calais - Fréthun;14;613;97.72
2018-03;0087300822;Belfort - Montbéliard TGV;16;327;95.11
2018-03;0087481754;La Baule-Escoublac;13;260;95.0
2018-03;0087576009;Vierzon;8;303;97.36
2018-03;0087581009;Bordeaux Saint-Jean;50;643;92.22
2018-03;0087594002;Brive-la-Gaillarde;0;342;100.0
2018-03;0087597005;Châteauroux;6;426;98.59
2018-03;0087615286;Carcassonne;5;288;98.26
2018-03;0087672006;Pau;10;347;97.12
2018-03;0087673400;Biarritz;37;363;89.81
2018-03;0087743005;Bourg-en-Bresse;19;386;95.08
2018-03;0087746008;Annecy;23;389;94.09
2018-03;0087755009;Toulon;35;661;94.7
2018-03;0087756056;Nice;60;716;91.62
2018-03;0087757625;Cannes;143;743;80.75
2018-03;0087773002;Montpellier Saint-Roch;77;726;89.39
2019-03;0087113001;Paris Est;24;585;95.9
2019-03;0087142109;Lorraine TGV;19;330;94.24
2019-03;0087172007;Charleville-Mézières;17;828;97.95
2019-03;0087271007;Paris Gare du Nord;106;1459;92.73
2019-03;0087276691;Compiègne;16;278;94.24
2019-03;0087313874;Amiens;26;423;93.85
2019-03;0087319012;Aix-en-Provence TGV;65;707;90.81
2019-03;0087345009;Douai;28;573;95.11
2019-03;0087396002;Le Mans;72;631;88.59
2019-03;0087413013;Le Havre;14;470;97.02
2019-03;0087444265;Lisieux;9;203;95.57
2019-03;0087485300;Niort;16;401;96.01
2019-03;0087547000;Paris Austerlitz;36;573;93.72
2019-03;0087571240;Saint-Pierre-des-Corps;9;487;98.15
2019-03;0087583005;Angoulême;24;476;94.96
2019-03;0087594002;Brive-la-Gaillarde;9;356;97.47
2019-03;0087673004;Bayonne;5;282;98.23
2019-03;0087673202;Dax;24;346;93.06
2019-03;0087726000;Saint-Étienne Châteaucreux;13;283;95.41
2019-03;0087755009;Toulon;49;628;92.2
2019-03;0087781005;Béziers;17;374;95.45
2020-03;0087147322;Meuse TGV;5;142;96.48
2020-03;0087171926;Champagne-Ardenne TGV;23;258;91.09
2020-03;0087281071;Calais - Fréthun;4;224;98.21
2020-03;0087342014;Arras;10;168;94.05
2020-03;0087481754;La Baule-Escoublac;11;127;91.34
2020-03;0087543009;Orléans;10;333;97.0
2020-03;0087597005;Châteauroux;3;76;96.05
2020-03;0087671339;Lourdes;1;160;99.38
2020-03;0087673004;Bayonne;6;154;96.1
2020-03;0087718007;Besançon Viotte;8;186;95.7
2020-03;0087741009;Chambéry - Challes-les-Eaux;13;206;93.69
2020-03;0087741793;Bourg-Saint-Maurice;5;78;93.59
2020-03;0087743005;Bourg-en-Bresse;8;187;95.72
2020-03;0087746008;Annecy;4;187;97.86
2020-03;0087756056;Nice;20;304;93.42
2020-03;0087757674;Antibes;53;516;89.73
2020-03;0087781278;Agde;21;130;83.85
2021-03;0087111849;Marne-la-Vallée Chessy;14;505;97.23
2021-03;0087171009;Reims;15;906;98.34
2021-03;0087212027;Strasbourg;34;782;95.65
2021-03;0087223263;Lille Europe;8;332;97.59
2021-03;0087313882;TGV Haute Picardie;7;388;98.2
2021-03;0087318964;Avignon TGV;25;595;95.8
2021-03;0087319012;Aix-en-Provence TGV;44;675;93.48
2021-03;0087387001;Évreux Normandie;24;317;92.43
2021-03;0087413013;Le Havre;16;329;95.14
2021-03;0087444265;Lisieux;10;300;96.67
2021-03;0087444372;Trouville - Deauville;10;185;94.59
2021-03;0087474338;Morlaix;64;486;86.83
2021-03;0087478107;Saint-Malo;30;260;88.46
2021-03;0087478404;Laval;19;316;93.99
2021-03;0087481002;Nantes;36;768;95.31
2021-03;0087481705;Saint-Nazaire;8;432;98.15
2021-03;0087485003;La Rochelle;16;175;90.86
2021-03;0087486019;La Roche-sur-Yon;9;376;97.61
2021-03;0087583005;Angoulême;36;455;92.09
2021-03;0087696005;Nevers;20;234;91.45
2021-03;0087722025;Lyon Perrache;9;260;96.54
2021-03;0087745000;Bellegarde;14;206;93.2
2021-03;0087755009;Toulon;36;650;94.46
2021-03;0087757674;Antibes;88;916;90.39
2021-03;0087764001;Montélimar;18;269;93.31
2021-03;0087781005;Béziers;32;412;92.23
2021-03;0087781278;Agde;23;254;90.94
2017-04;0087172007;Charleville-Mézières;23;883;97.4
2017-04;0087192039;Metz Ville;35;628;94.43
2017-04;0087271007;Paris Gare du Nord;146;1271;88.51
2017-04;0087345009;Douai;62;650;90.46
2017-04;0087384008;Paris Saint-Lazare;32;627;94.9
2017-04;0087387001;Évreux Normandie;7;144;95.14
2017-04;0087474098;Quimper;10;242;95.87
2017-04;0087476606;Vannes;40;346;88.44
2017-04;0087478404;Laval;16;310;94.84
2017-04;0087543017;Les Aubrais;18;267;93.26
2017-04;0087547000;Paris Austerlitz;20;569;96.49
2017-04;0087571240;Saint-Pierre-des-Corps;18;626;97.12
2017-04;0087673202;Dax;32;335;90.45
2017-04;0087718007;Besançon Viotte;24;672;96.43
2017-04;0087723197;Lyon Part Dieu;54;737;92.67
2017-04;0087726000;Saint-Étienne Châteaucreux;24;552;95.65
2017-04;0087734004;Clermont-Ferrand;38;494;92.31
2017-04;0087746008;Annecy;17;364;95.33
2017-04;0087757674;Antibes;82;691;88.13
2017-04;0087764001;Montélimar;16;187;91.44
2017-04;0087773002;Montpellier Saint-Roch;108;846;87.23
2017-04;0087781278;Agde;24;273;91.21
2018-04;0087142109;Lorraine TGV;6;247;97.57
2018-04;0087271007;Paris Gare du Nord;131;1310;90.0
2018-04;0087276691;Compiègne;11;279;96.06
2018-04;0087281006;Dunkerque;25;416;93.99
2018-04;0087300822;Belfort - Montbéliard TGV;40;327;87.77
2018-04;0087318964;Avignon TGV;15;511;97.06
2018-04;0087444265;Lisieux;9;171;94.74
2018-04;0087476002;Lorient Bretagne Sud;42;277;84.84
2018-04;0087481002;Nantes;37;601;93.84
2018-04;0087571000;Tours;14;438;96.8
2018-04;0087574004;Blois - Chambord;31;340;90.88
2018-04;0087576009;Vierzon;8;308;97.4
2018-04;0087584052;Libourne;13;308;95.78
2018-04;0087592006;Limoges Bénédictins;12;344;96.51
2018-04;0087673400;Biarritz;40;365;89.04
2018-04;0087723197;Lyon Part Dieu;37;717;94.84
2018-04;0087726000;Saint-Étienne Châteaucreux;19;371;94.88
2018-04;0087732008;Vichy;12;367;96.73
2018-04;0087756056;Nice;68;754;90.98
2018-04;0087757526;Saint-Raphaël Valescure;76;768;90.1
2018-04;0087763029;Valence TGV Rhône-Alpes Sud;51;734;93.05
2018-04;0087773200;Sète;30;434;93.09
2018-04;0087781278;Agde;29;312;90.71
2019-04;0087113001;Paris Est;40;579;93.09
2019-04;0087172007;Charleville-Mézières;10;828;98.79
2019-04;0087212027;Strasbourg;51;682;92.52
2019-04;0087223263;Lille Europe;24;645;96.28
2019-04;0087444000;Caen;31;687;95.49
2019-04;0087444877;Cherbourg;9;264;96.59
2019-04;0087471003;Rennes;33;312;89.42
2019-04;0087476606;Vannes;20;347;94.24
2019-04;0087481002;Nantes;40;612;93.46
2019-04;0087484006;Angers Saint-Laud;29;823;96.48
2019-04;0087547000;Paris Austerlitz;35;560;93.75
2019-04;0087571216;Vendôme - Villiers-sur-Loir;18;422;95.73
2019-04;0087576009;Vierzon;7;254;97.24
2019-04;0087594002;Brive-la-Gaillarde;4;343;98.83
2019-04;0087597005;Châteauroux;5;360;98.61
2019-04;0087696005;Nevers;9;233;96.14
2019-04;0087718007;Besançon Viotte;40;669;94.02
2019-04;0087723197;Lyon Part Dieu;27;374;92.78
2019-04;0087725705;Mâcon Loché TGV;10;325;96.92
2019-04;0087726000;Saint-Étienne Châteaucreux;20;362;94.48
2019-04;0087734004;Clermont-Ferrand;55;394;86.04
2019-04;0087741793;Bourg-Saint-Maurice;6;157;96.18
2019-04;0087745000;Bellegarde;15;415;96.39
2019-04;0087751008;Marseille Saint-Charles;61;651;90.63
2019-04;0087763029;Valence TGV Rhône-Alpes Sud;64;727;91.2
2021-04;0087141002;Nancy;31;765;95.95
2021-04;0087147322;Meuse TGV;10;366;97.27
2021-04;0087182063;Mulhouse;10;378;97.35
2021-04;0087223263;Lille Europe;5;338;98.52
2021-04;0087271494;Aéroport Charles de Gaulle 2 TGV;34;532;93.61
2021-04;0087286005;Lille Flandres;10;295;96.61
2021-04;0087300822;Belfort - Montbéliard TGV;36;329;89.06
2021-04;0087313882;TGV Haute Picardie;6;308;98.05
2021-04;0087318964;Avignon TGV;22;516;95.74
2021-04;0087387001;Évreux Normandie;18;408;95.59
2021-04;0087391003;Paris Montparnasse Hall 1 & 2;72;1513;95.24
2021-04;0087396002;Le Mans;57;693;91.77
2021-04;0087444000;Caen;11;404;97.28
2021-04;0087444372;Trouville - Deauville;5;148;96.62
2021-04;0087471003;Rennes;17;564;96.99
2021-04;0087474098;Quimper;20;320;93.75
2021-04;0087481754;La Baule-Escoublac;10;318;96.86
2021-04;0087571000;Tours;21;521;95.97
2021-04;0087571240;Saint-Pierre-des-Corps;21;508;95.87
2021-04;0087576207;Bourges;4;254;98.43
2021-04;0087584052;Libourne;20;304;93.42
2021-04;0087597005;Châteauroux;2;83;97.59
2021-04;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;18;327;94.5
2021-04;0087718007;Besançon Viotte;24;283;91.52
2021-04;0087725705;Mâcon Loché TGV;5;222;97.75
2021-04;0087732008;Vichy;8;351;97.72
2021-04;0087734004;Clermont-Ferrand;19;369;94.85
2021-04;0087755447;Les Arcs - Draguignan;26;504;94.84
2021-04;0087756056;Nice;65;923;92.96
2021-04;0087757526;Saint-Raphaël Valescure;52;691;92.47
2021-04;0087764001;Montélimar;13;267;95.13
2021-04;0087781005;Béziers;13;419;96.9
2021-04;0087781104;Narbonne;4;358;98.88
2017-05;0087212027;Strasbourg;51;678;92.48
2017-05;0087271007;Paris Gare du Nord transmanche;135;1318;89.76
2017-05;0087281071;Calais - Fréthun;24;615;96.1
2017-05;0087286005;Lille Flandres;42;564;92.55
2017-05;0087391003;Paris Montparnasse Hall 1 & 2;115;1665;93.09
2017-05;0087411017;Rouen Rive Droite;73;569;87.17
2017-05;0087478404;Laval;18;307;94.14
2017-05;0087481002;Nantes;42;605;93.06
2017-05;0087481705;Saint-Nazaire;22;355;93.8
2017-05;0087481754;La Baule-Escoublac;24;281;91.46
2017-05;0087485003;La Rochelle;29;503;94.23
2017-05;0087485300;Niort;24;408;94.12
2017-05;0087571240;Saint-Pierre-des-Corps;11;473;97.67
2017-05;0087576207;Bourges;27;294;90.82
2017-05;0087611244;Montauban Ville Bourbon;16;322;95.03
2017-05;0087672006;Pau;21;353;94.05
2017-05;0087722025;Lyon Perrache;22;562;96.09
2017-05;0087741009;Chambéry - Challes-les-Eaux;31;783;96.04
2017-05;0087756056;Nice;72;707;89.82
2017-05;0087757526;Saint-Raphaël Valescure;104;749;86.11
2017-05;0087757625;Cannes;157;827;81.02
2017-05;0087775007;Nîmes;21;740;97.16
2018-05;0087171009;Reims;12;607;98.02
2018-05;0087172007;Charleville-Mézières;12;920;98.7
2018-05;0087271007;Paris Gare du Nord;133;1400;90.5
2018-05;0087300822;Belfort - Montbéliard TGV;33;411;91.97
2018-05;0087300863;Besançon Franche-Comté TGV;15;304;95.07
2018-05;0087313882;TGV Haute Picardie;44;717;93.86
2018-05;0087473009;Saint-Brieuc;28;343;91.84
2018-05;0087476200;Auray;9;212;95.75
2018-05;0087478107;Saint-Malo;11;172;93.6
2018-05;0087478404;Laval;17;422;95.97
2018-05;0087571216;Vendôme - Villiers-sur-Loir;53;422;87.44
2018-05;0087673400;Biarritz;16;360;95.56
2018-05;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;44;651;93.24
